num_prefill_tokens,num_decode_tokens,num_total_tokens,pd_ratio
1023,1673,2696,0.6114763897190676
957,1401,2358,0.683083511777302
1055,1542,2597,0.6841763942931258
1117,1604,2721,0.6963840399002493
1090,1351,2441,0.8068097705403405
964,1155,2119,0.8346320346320346
1013,1502,2515,0.6744340878828229
1088,1614,2702,0.6741016109045849
1068,1507,2575,0.7086927670869276
1131,1733,2864,0.6526255049047894
952,1469,2421,0.6480599046970729
1090,1590,2680,0.6855345911949685
1073,1502,2575,0.7143808255659121
1063,1554,2617,0.6840411840411841
1070,1523,2593,0.7025607353906763
969,1503,2472,0.6447105788423154
1119,1702,2821,0.6574618096357226
1109,1598,2707,0.6939924906132666
1069,1329,2398,0.8043641835966893
1097,1602,2699,0.684769038701623
1089,1611,2700,0.6759776536312849
1000,1600,2600,0.625
1074,1501,2575,0.715522984676882
945,1200,2145,0.7875
1156,1641,2797,0.704448507007922
1055,1629,2684,0.6476365868631062
1198,1574,2772,0.761118170266836
1041,1382,2423,0.7532561505065123
1174,1672,2846,0.7021531100478469
1073,1530,2603,0.7013071895424836
1036,1503,2539,0.6892880904856953
1079,1458,2537,0.7400548696844993
926,1281,2207,0.7228727556596409
1073,1573,2646,0.6821360457724094
895,1129,2024,0.7927369353410098
998,1342,2340,0.7436661698956781
1247,1831,3078,0.6810486073184052
1062,1470,2532,0.7224489795918367
1024,1427,2451,0.7175893482831114
1116,1691,2807,0.6599645180366647
1240,1678,2918,0.7389749702026222
1030,1650,2680,0.6242424242424243
1076,1538,2614,0.6996098829648895
1103,1627,2730,0.6779348494161033
1152,1465,2617,0.7863481228668942
979,1388,2367,0.7053314121037464
992,1471,2463,0.6743711760707002
1154,1628,2782,0.7088452088452089
1095,1568,2663,0.6983418367346939
1003,1417,2420,0.707833450952717
1118,1718,2836,0.6507566938300349
1034,1481,2515,0.6981769074949359
1031,1527,2558,0.6751800916830386
1205,1752,2957,0.6877853881278538
1073,1671,2744,0.642130460801915
1008,1561,2569,0.6457399103139013
905,1477,2382,0.6127285037237644
1036,1721,2757,0.6019755955839629
1101,1684,2785,0.6538004750593824
1069,1450,2519,0.7372413793103448
1063,1585,2648,0.6706624605678233
1114,1688,2802,0.659952606635071
1108,1497,2605,0.7401469605878424
1066,1635,2701,0.6519877675840978
1117,1699,2816,0.657445556209535
1076,1582,2658,0.6801517067003793
1026,1428,2454,0.7184873949579832
1051,1618,2669,0.6495673671199012
975,1396,2371,0.6984240687679083
1098,1563,2661,0.7024952015355086
1105,1434,2539,0.7705718270571827
1096,1352,2448,0.8106508875739645
1034,1643,2677,0.6293365794278758
928,1219,2147,0.7612797374897456
941,1498,2439,0.6281708945260347
1013,1544,2557,0.6560880829015544
1099,1502,2601,0.7316910785619174
1179,1432,2611,0.8233240223463687
1007,1586,2593,0.6349306431273645
1124,1668,2792,0.6738609112709832
1035,1358,2393,0.7621502209131075
1100,1724,2824,0.6380510440835266
952,1488,2440,0.6397849462365591
1014,1493,2507,0.6791694574681849
896,1476,2372,0.6070460704607046
885,1471,2356,0.601631543167913
950,1544,2494,0.6152849740932642
1095,1649,2744,0.664038811400849
935,1477,2412,0.6330399458361544
1186,1628,2814,0.7285012285012284
1033,1553,2586,0.665164198325821
977,1487,2464,0.6570275722932079
1051,1643,2694,0.6396835057821059
1086,1577,2663,0.6886493341788206
990,1550,2540,0.6387096774193548
736,1203,1939,0.6118038237738986
833,1268,2101,0.6569400630914827
787,1227,2014,0.6414017929910351
1117,1603,2720,0.6968184653774173
1017,1452,2469,0.7004132231404959
971,1482,2453,0.655195681511471
1041,1472,2513,0.7072010869565217
911,1155,2066,0.7887445887445887
1076,1568,2644,0.6862244897959183
1011,1601,2612,0.6314803247970019
963,1596,2559,0.6033834586466166
924,1382,2306,0.6685962373371924
966,1335,2301,0.7235955056179775
1167,1630,2797,0.7159509202453987
965,1301,2266,0.7417371252882398
997,1588,2585,0.6278337531486146
942,1296,2238,0.7268518518518519
1034,1386,2420,0.746031746031746
1031,1489,2520,0.6924110141034251
1025,1527,2552,0.6712508185985593
1057,1617,2674,0.6536796536796536
1066,1567,2633,0.6802807913209955
917,1296,2213,0.7075617283950617
998,1554,2552,0.6422136422136422
1023,1555,2578,0.6578778135048231
1122,1651,2773,0.6795881284070261
918,1384,2302,0.6632947976878613
1068,1681,2749,0.6353361094586556
802,1224,2026,0.6552287581699346
1053,1526,2579,0.6900393184796855
926,1008,1934,0.9186507936507936
831,826,1657,1.0060532687651331
1070,1092,2162,0.9798534798534798
939,972,1911,0.9660493827160492
871,1179,2050,0.7387616624257846
1006,759,1765,1.3254281949934124
1087,1552,2639,0.7003865979381443
1007,1438,2445,0.700278164116829
1106,1568,2674,0.7053571428571429
1004,1444,2448,0.6952908587257618
974,1468,2442,0.6634877384196185
1090,1625,2715,0.6707692307692308
1012,1570,2582,0.6445859872611465
1073,1628,2701,0.6590909090909091
894,1547,2441,0.5778926955397543
1078,1682,2760,0.6409036860879905
719,1126,1845,0.6385435168738899
1119,1603,2722,0.6980661260137243
1055,1606,2661,0.6569115815691158
1146,1577,2723,0.7266962587190868
912,1493,2405,0.6108506363027462
1060,1606,2666,0.660024906600249
938,1461,2399,0.6420260095824778
1098,1545,2643,0.7106796116504854
958,1524,2482,0.6286089238845144
1052,1674,2726,0.6284348864994026
955,1506,2461,0.6341301460823373
789,1264,2053,0.6242088607594937
987,1525,2512,0.6472131147540984
1006,1578,2584,0.6375158428390367
1010,1530,2540,0.6601307189542484
1080,1532,2612,0.7049608355091384
937,1576,2513,0.5945431472081218
1081,1726,2807,0.6263035921205099
963,1680,2643,0.5732142857142857
1032,1536,2568,0.671875
899,1486,2385,0.6049798115746972
1137,1636,2773,0.6949877750611247
932,1386,2318,0.6724386724386724
1024,1614,2638,0.6344485749690211
996,1595,2591,0.6244514106583072
1036,1602,2638,0.6466916354556804
1015,1452,2467,0.6990358126721763
943,1577,2520,0.5979708306911858
1011,1572,2583,0.6431297709923665
979,1575,2554,0.6215873015873016
1001,1629,2630,0.614487415592388
1020,1587,2607,0.6427221172022685
939,1536,2475,0.611328125
1026,1503,2529,0.6826347305389222
1089,1647,2736,0.6612021857923497
964,1429,2393,0.6745976207137858
1034,1667,2701,0.6202759448110378
1011,1419,2430,0.7124735729386892
825,1158,1983,0.7124352331606217
1047,1612,2659,0.6495037220843672
1094,1520,2614,0.7197368421052631
840,1289,2129,0.6516679596586501
911,1314,2225,0.693302891933029
1004,1521,2525,0.6600920447074293
1014,1361,2375,0.7450404114621602
1013,1497,2510,0.676686706746827
986,1458,2444,0.6762688614540466
1089,1514,2603,0.7192866578599736
964,1415,2379,0.6812720848056537
1105,1631,2736,0.677498467198038
1083,1527,2610,0.7092337917485265
1115,1529,2644,0.7292347939829954
1030,1571,2601,0.6556333545512413
1033,1515,2548,0.6818481848184819
1102,1627,2729,0.677320221266134
993,1240,2233,0.8008064516129032
862,1235,2097,0.6979757085020243
995,1609,2604,0.6183965195773773
981,1505,2486,0.651827242524917
1097,1720,2817,0.6377906976744186
724,1088,1812,0.6654411764705882
1081,1605,2686,0.6735202492211838
983,1430,2413,0.6874125874125874
1053,1531,2584,0.6877857609405618
1024,1611,2635,0.6356300434512725
1045,1614,2659,0.6474597273853779
1018,1546,2564,0.6584734799482536
942,1445,2387,0.6519031141868512
951,1446,2397,0.6576763485477178
1053,1707,2760,0.616871704745167
1154,1672,2826,0.6901913875598086
927,1323,2250,0.7006802721088435
1036,1651,2687,0.6274984857662023
1064,1505,2569,0.7069767441860465
1027,1647,2674,0.6235579842137219
1151,1472,2623,0.7819293478260869
1162,1533,2695,0.7579908675799086
1090,1652,2742,0.6598062953995157
1125,1582,2707,0.7111251580278128
947,1466,2413,0.6459754433833561
1018,1496,2514,0.68048128342246
1040,1616,2656,0.6435643564356436
928,1332,2260,0.6966966966966966
1115,1675,2790,0.6656716417910448
1077,1692,2769,0.6365248226950354
1028,1539,2567,0.6679662118258609
1028,1536,2564,0.6692708333333334
1021,1524,2545,0.6699475065616798
956,1571,2527,0.6085295989815405
1104,1626,2730,0.6789667896678967
912,1469,2381,0.6208304969366917
979,1431,2410,0.684136967155835
1144,1585,2729,0.7217665615141956
1065,979,2044,1.0878447395301327
1116,1606,2722,0.6948941469489415
1081,1601,2682,0.6752029981261711
1137,1569,2706,0.7246653919694073
1069,1710,2779,0.6251461988304093
955,1302,2257,0.7334869431643625
1122,1618,2740,0.6934487021013597
1057,1580,2637,0.6689873417721519
1086,1576,2662,0.6890862944162437
1008,1598,2606,0.6307884856070087
974,1308,2282,0.7446483180428135
1030,1569,2599,0.6564690885914596
1031,1525,2556,0.6760655737704918
1082,1701,2783,0.6360964138741917
1029,1471,2500,0.699524133242692
916,1393,2309,0.6575735821966978
1040,1631,2671,0.6376456161863887
850,1351,2201,0.6291635825314582
1165,1569,2734,0.7425111536010197
854,1389,2243,0.6148308135349172
1068,1525,2593,0.700327868852459
925,1483,2408,0.6237356709372893
1179,1674,2853,0.7043010752688172
998,1505,2503,0.6631229235880398
939,1372,2311,0.684402332361516
894,1407,2301,0.6353944562899787
923,1423,2346,0.6486296556570625
998,1634,2632,0.6107711138310894
980,1495,2475,0.6555183946488294
1147,1661,2808,0.6905478627332932
1000,1522,2522,0.657030223390276
912,1389,2301,0.6565874730021598
916,1295,2211,0.7073359073359073
1137,1440,2577,0.7895833333333333
1038,1592,2630,0.6520100502512562
916,1533,2449,0.5975212002609263
1004,1446,2450,0.69432918395574
1038,1555,2593,0.667524115755627
926,1422,2348,0.6511954992967651
843,1319,2162,0.6391205458680819
915,1275,2190,0.7176470588235294
836,1153,1989,0.7250650477016479
1116,1721,2837,0.6484601975595584
940,1418,2358,0.6629055007052186
900,1255,2155,0.7171314741035857
1104,1645,2749,0.6711246200607903
1027,1590,2617,0.6459119496855346
1062,1636,2698,0.6491442542787286
1134,1586,2720,0.7150063051702396
717,1149,1866,0.6240208877284595
1040,1616,2656,0.6435643564356436
936,1496,2432,0.6256684491978609
1056,1391,2447,0.7591660675772826
1122,1602,2724,0.700374531835206
1095,1533,2628,0.7142857142857143
867,1271,2138,0.6821400472069237
1155,1797,2952,0.6427378964941569
946,1526,2472,0.6199213630406291
1068,1544,2612,0.6917098445595855
959,1429,2388,0.6710986703988804
1035,1547,2582,0.6690368455074337
1025,1465,2490,0.6996587030716723
1064,1567,2631,0.6790044671346522
1012,1609,2621,0.6289620882535737
1049,1574,2623,0.6664548919949174
1093,1638,2731,0.6672771672771672
884,1254,2138,0.7049441786283892
960,1365,2325,0.7032967032967034
1086,1643,2729,0.6609860012172855
1162,1638,2800,0.7094017094017094
1009,1280,2289,0.78828125
982,1449,2431,0.6777087646652864
1099,1653,2752,0.6648517846339987
937,1386,2323,0.676046176046176
875,1366,2241,0.6405563689604685
869,1233,2102,0.7047850770478508
947,1401,2348,0.6759457530335474
996,1389,2385,0.7170626349892009
1007,1386,2393,0.7265512265512265
904,1273,2177,0.7101335428122545
829,1303,2132,0.6362240982348427
917,1447,2364,0.6337249481686248
928,1518,2446,0.61133069828722
1113,1728,2841,0.6440972222222222
1016,1536,2552,0.6614583333333334
976,1366,2342,0.7144948755490483
1033,1467,2500,0.7041581458759373
1533,2213,3746,0.692724807953005
959,1602,2561,0.5986267166042447
916,1443,2359,0.6347886347886348
1066,1740,2806,0.6126436781609196
1018,1700,2718,0.5988235294117648
1227,1831,3058,0.6701256144183506
1070,1622,2692,0.6596794081381011
1064,1715,2779,0.6204081632653061
1026,1492,2518,0.6876675603217158
1089,1615,2704,0.6743034055727554
952,1514,2466,0.6287978863936592
992,1622,2614,0.6115906288532675
1068,1217,2285,0.8775677896466721
970,1475,2445,0.6576271186440678
1046,1531,2577,0.6832135858915741
1054,1649,2703,0.6391752577319587
1057,1524,2581,0.6935695538057742
1109,1681,2790,0.6597263533610946
1017,1498,2515,0.6789052069425902
1000,1492,2492,0.6702412868632708
1095,1430,2525,0.7657342657342657
1088,1493,2581,0.7287340924313462
1115,1682,2797,0.6629013079667063
1030,1517,2547,0.6789716545814107
893,1359,2252,0.6571008094186902
1170,1573,2743,0.743801652892562
1061,1520,2581,0.6980263157894737
1078,1516,2594,0.7110817941952506
1006,1580,2586,0.6367088607594936
1041,1599,2640,0.651031894934334
1048,1382,2430,0.7583212735166426
1006,1535,2541,0.6553745928338762
1125,1506,2631,0.7470119521912351
1083,1552,2635,0.6978092783505154
1011,1553,2564,0.6509980682549903
987,1558,2545,0.6335044929396663
1014,1611,2625,0.6294227188081937
1120,1564,2684,0.7161125319693095
1043,1574,2617,0.6626429479034307
1077,1570,2647,0.6859872611464968
1102,1643,2745,0.6707242848447961
1107,1458,2565,0.7592592592592593
1061,1561,2622,0.6796925048046124
1019,1560,2579,0.6532051282051282
1027,1544,2571,0.6651554404145078
1051,1548,2599,0.6789405684754521
861,1253,2114,0.6871508379888268
1104,1590,2694,0.6943396226415094
1046,1511,2557,0.6922567835870285
1073,1502,2575,0.7143808255659121
1037,1513,2550,0.6853932584269663
1048,1609,2657,0.651336233685519
1116,1739,2855,0.6417481311098332
1017,1503,2520,0.6766467065868264
1060,1620,2680,0.654320987654321
1060,1619,2679,0.6547251389746758
1030,1661,2691,0.6201083684527393
825,1232,2057,0.6696428571428571
969,1569,2538,0.6175908221797323
951,1432,2383,0.6641061452513967
1002,1395,2397,0.7182795698924731
1043,1545,2588,0.6750809061488673
1108,1520,2628,0.7289473684210527
981,1682,2663,0.5832342449464922
1248,1932,3180,0.6459627329192547
957,1523,2480,0.6283650689428759
936,1504,2440,0.6223404255319149
931,1339,2270,0.6952949962658701
946,1560,2506,0.6064102564102564
1079,1654,2733,0.6523579201934704
1024,1463,2487,0.6999316473000684
1032,1639,2671,0.6296522269676632
1000,1721,2721,0.5810575246949448
1093,1815,2908,0.6022038567493113
916,1474,2390,0.621438263229308
967,1560,2527,0.6198717948717949
1044,1606,2650,0.6500622665006227
1177,1705,2882,0.6903225806451613
994,1463,2457,0.6794258373205742
1077,1659,2736,0.6491862567811935
1067,1547,2614,0.6897220426632191
963,1361,2324,0.7075679647318148
1092,1682,2774,0.6492271105826397
1070,1721,2791,0.6217315514235909
1120,1711,2831,0.6545879602571596
1042,1596,2638,0.6528822055137845
1111,1626,2737,0.6832718327183271
764,1243,2007,0.6146419951729686
974,1449,2423,0.6721877156659766
988,1611,2599,0.6132836747361887
1016,1544,2560,0.6580310880829016
1208,1651,2859,0.7316777710478498
1003,1524,2527,0.6581364829396326
960,1625,2585,0.5907692307692308
1044,1625,2669,0.6424615384615384
921,1369,2290,0.672753834915997
896,1383,2279,0.6478669558929863
1103,1698,2801,0.649587750294464
888,1338,2226,0.6636771300448431
1050,1602,2652,0.6554307116104869
1021,1723,2744,0.5925710969239698
959,1486,2445,0.6453566621803499
985,1291,2276,0.7629744384198296
980,1421,2401,0.6896551724137931
967,1429,2396,0.6766969909027292
978,1593,2571,0.6139359698681732
854,1294,2148,0.6599690880989181
1041,1588,2629,0.6555415617128464
1074,1659,2733,0.6473779385171791
873,1471,2344,0.5934738273283481
891,1495,2386,0.5959866220735786
943,1451,2394,0.6498966230186078
905,1403,2308,0.6450463292943692
1136,1545,2681,0.7352750809061489
1071,1676,2747,0.6390214797136038
998,1656,2654,0.6026570048309179
977,1491,2468,0.6552649228705567
950,1493,2443,0.6363027461486939
1148,1760,2908,0.6522727272727272
1096,1554,2650,0.7052767052767053
1079,1496,2575,0.7212566844919787
1027,1578,2605,0.6508238276299113
996,1723,2719,0.5780615206035984
1008,1560,2568,0.6461538461538462
1015,1456,2471,0.6971153846153846
931,1570,2501,0.5929936305732484
1133,1744,2877,0.6496559633027523
1072,1565,2637,0.6849840255591054
1015,1678,2693,0.6048867699642432
1072,1497,2569,0.7160988643954576
1062,1688,2750,0.6291469194312796
1091,1662,2753,0.6564380264741275
940,1439,2379,0.6532314107018763
929,1522,2451,0.6103810775295664
1033,1612,2645,0.640818858560794
1088,1509,2597,0.7210072895957588
1130,1780,2910,0.6348314606741573
1138,1660,2798,0.6855421686746987
1066,1757,2823,0.6067159931701764
1043,1682,2725,0.6200951248513674
1056,1531,2587,0.689745264532985
892,1365,2257,0.6534798534798535
1132,1675,2807,0.6758208955223881
1013,1504,2517,0.6735372340425532
1140,1641,2781,0.6946983546617916
965,1474,2439,0.6546811397557666
1093,1537,2630,0.7111255692908263
941,1541,2482,0.6106424399740429
1029,1542,2571,0.6673151750972762
1160,1609,2769,0.7209446861404599
1067,1522,2589,0.7010512483574245
1058,1493,2551,0.7086403215003348
1038,1646,2684,0.6306196840826246
1122,1768,2890,0.6346153846153846
893,1565,2458,0.5706070287539936
1078,1679,2757,0.6420488385944014
1199,1792,2991,0.6690848214285714
1095,1646,2741,0.6652490886998785
884,1436,2320,0.6155988857938719
933,1601,2534,0.5827607745159276
1036,1271,2307,0.8151062155782848
1085,1610,2695,0.6739130434782609
1016,1593,2609,0.6377903327055869
962,1553,2515,0.6194462330972311
1102,1656,2758,0.6654589371980676
1048,1720,2768,0.6093023255813953
938,1500,2438,0.6253333333333333
1010,1604,2614,0.6296758104738155
1034,1608,2642,0.6430348258706468
1017,1508,2525,0.6744031830238727
1135,1591,2726,0.7133878064110623
1050,1673,2723,0.6276150627615062
1059,1348,2407,0.7856083086053413
976,1441,2417,0.6773074253990284
1066,1601,2667,0.6658338538413492
1072,1469,2541,0.7297481279782164
1084,1574,2658,0.6886912325285895
941,1439,2380,0.6539263377345379
1118,1624,2742,0.6884236453201971
1119,1606,2725,0.6967621419676214
915,1521,2436,0.6015779092702169
979,1521,2500,0.643655489809336
1051,1462,2513,0.7188782489740082
946,1366,2312,0.6925329428989752
995,1567,2562,0.6349712827058073
1040,1516,2556,0.6860158311345647
989,1421,2410,0.6959887403237157
913,1587,2500,0.575299306868305
1030,1517,2547,0.6789716545814107
956,1476,2432,0.6476964769647696
1071,1610,2681,0.6652173913043479
1327,1770,3097,0.7497175141242938
1069,1754,2823,0.6094640820980616
979,1597,2576,0.6130244207889793
984,1671,2655,0.5888689407540395
1052,1692,2744,0.6217494089834515
1067,1670,2737,0.6389221556886228
1058,1425,2483,0.7424561403508771
1078,1576,2654,0.684010152284264
916,1393,2309,0.6575735821966978
1076,1532,2608,0.7023498694516971
1055,1584,2639,0.6660353535353535
1133,1455,2588,0.7786941580756014
924,1579,2503,0.5851804939835339
1015,1444,2459,0.7029085872576177
878,1457,2335,0.602608098833219
949,1436,2385,0.6608635097493036
1025,1539,2564,0.6660168940870695
991,1579,2570,0.6276124129195694
1039,1517,2556,0.6849044166117337
945,1551,2496,0.6092843326885881
1017,1634,2651,0.6223990208078335
1037,1399,2436,0.7412437455325233
1133,1557,2690,0.7276814386640976
911,1621,2532,0.5619987661937076
970,1585,2555,0.61198738170347
1041,1745,2786,0.5965616045845272
988,1658,2646,0.5958986731001207
983,1517,2500,0.6479894528675016
980,1553,2533,0.6310367031551836
850,1513,2363,0.5617977528089888
969,1677,2646,0.5778175313059034
954,1619,2573,0.5892526250772081
1182,1772,2954,0.6670428893905191
986,1364,2350,0.7228739002932552
981,1424,2405,0.6889044943820225
1013,1471,2484,0.6886471787899389
954,1359,2313,0.7019867549668874
1016,1550,2566,0.655483870967742
1025,1485,2510,0.6902356902356902
924,1340,2264,0.6895522388059702
1025,1482,2507,0.6916329284750338
1050,1331,2381,0.7888805409466566
973,1613,2586,0.6032238065716057
1043,1521,2564,0.685733070348455
744,1059,1803,0.7025495750708215
984,1562,2546,0.6299615877080665
968,1566,2534,0.6181353767560664
995,1555,2550,0.639871382636656
1023,1322,2345,0.7738275340393344
1111,1645,2756,0.6753799392097265
978,1474,2452,0.6635006784260515
1078,1492,2570,0.7225201072386059
1026,1530,2556,0.6705882352941176
1119,1204,2323,0.9294019933554816
1129,1635,2764,0.690519877675841
1116,1513,2629,0.7376074025115664
963,1442,2405,0.6678224687933426
1090,1684,2774,0.6472684085510689
1157,1673,2830,0.6915720263000598
1055,1573,2628,0.6706929434202161
1364,1671,3035,0.8162776780371035
1045,1553,2598,0.6728911783644559
1048,1510,2558,0.6940397350993377
1007,1507,2514,0.66821499668215
1078,1420,2498,0.7591549295774648
1183,1506,2689,0.7855245683930943
1044,1533,2577,0.6810176125244618
1001,1461,2462,0.6851471594798083
987,1463,2450,0.6746411483253588
961,1411,2372,0.6810772501771793
1029,1418,2447,0.7256699576868829
947,1322,2269,0.716338880484115
1014,1443,2457,0.7027027027027027
1125,1438,2563,0.782336578581363
1123,1448,2571,0.7755524861878453
1174,1548,2722,0.7583979328165374
1068,1724,2792,0.6194895591647331
1154,1713,2867,0.673671920607122
996,1574,2570,0.6327827191867853
974,1523,2497,0.639527248850952
929,1512,2441,0.6144179894179894
1025,1509,2534,0.6792577866136514
965,1608,2573,0.6001243781094527
1029,1586,2615,0.6488020176544766
1015,1696,2711,0.5984669811320755
946,1494,2440,0.6331994645247657
1063,1508,2571,0.7049071618037135
981,1507,2488,0.6509621765096217
865,1297,2162,0.6669236700077101
896,1391,2287,0.6441409058231489
1040,1627,2667,0.6392132759680393
1051,1520,2571,0.6914473684210526
1102,1652,2754,0.6670702179176755
1014,1575,2589,0.6438095238095238
1081,1618,2699,0.6681087762669963
1125,1589,2714,0.7079924480805538
1143,1614,2757,0.70817843866171
1078,1503,2581,0.7172322022621423
1049,1460,2509,0.7184931506849315
912,1168,2080,0.7808219178082192
1015,1372,2387,0.7397959183673469
910,1452,2362,0.6267217630853994
1078,1536,2614,0.7018229166666666
909,1418,2327,0.6410437235543018
982,1445,2427,0.6795847750865052
917,1377,2294,0.6659404502541757
1009,1375,2384,0.7338181818181818
1012,1536,2548,0.6588541666666666
1059,1355,2414,0.7815498154981549
939,1356,2295,0.6924778761061947
844,901,1745,0.9367369589345172
1039,1526,2565,0.6808650065530799
1013,1498,2511,0.6762349799732977
1144,1670,2814,0.6850299401197605
965,1340,2305,0.7201492537313433
992,1463,2455,0.6780587833219412
991,1490,2481,0.6651006711409396
982,1485,2467,0.6612794612794612
982,1527,2509,0.6430910281597905
818,1308,2126,0.6253822629969419
1072,1493,2565,0.7180174146014735
1175,1668,2843,0.7044364508393285
982,1439,2421,0.6824183460736623
1031,1596,2627,0.6459899749373433
985,1434,2419,0.6868898186889819
1127,1531,2658,0.736120182887002
1030,1622,2652,0.6350184956843403
